Status,Start Date,Product,Style,Batch Number,Turn Count,Original Gravity,Date,Created By,Task,Temperature,Gravity,pH,Yeast Attenuation,ABV,Actual ABV,Taste Aroma Notes,Batch Locations
Completed,14/09/2022,Garnotte,NEIPA,1751,1,19.0000,14/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 14,0.00,18.90,5.14,0.56%,0.07%,0.00,,
Completed,20/09/2022,Tcheque mon bike,Lager,1752,1,10.9000,20/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,10.90,5.32,0.00%,0.00%,0.00,,
Completed,20/09/2022,Tcheque mon bike,Lager,1752,1,10.9000,20/09/2022 ,Brasserie Brasserie,Fermentation Log / Tue Sep 20,14.00,11.10,5.22,0.00%,0.00%,0.00,,
Completed,20/09/2022,Tcheque mon bike,Lager,1752,1,10.9000,21/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 21,14.00,10.30,4.76,6.06%,0.45%,0.00,Bulle   Drop 10* MAF,
Completed,20/09/2022,Tcheque mon bike,Lager,1752,1,10.9000,07/10/2022 ,Simon Lalonde,Fermentation Log / ff dens-ph,0.00,2.00,4.60,89.90%,4.85%,0.00,,
Completed,20/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1753,1,18.3000,20/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,18.30,5.24,0.00%,0.00%,0.00,,
Completed,20/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1753,1,18.3000,20/09/2022 ,Brasserie Brasserie,Fermentation Log / Tue Sep 20,0.00,18.50,5.15,0.00%,0.00%,0.00,Pas de température.. SL,
Completed,20/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1753,1,18.3000,21/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 21,20.00,16.60,4.66,9.83%,1.10%,0.00,Bulle    drop à 20*,
Completed,21/09/2022,Double Black IPA | DBSQ,NEIPA,1754,1,18.7000,21/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,18.70,5.11,0.00%,0.00%,0.00,,
Completed,21/09/2022,Double Black IPA | DBSQ,NEIPA,1754,1,18.7000,21/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 21,22.50,18.60,4.97,0.56%,0.05%,0.00,,
Completed,21/09/2022,Presta,NEIPA,1755,1,15.5000,21/09/2022 ,Brasserie Brasserie,Turn 1 / Post Boil,0.00,15.50,5.20,0.00%,0.00%,0.00,,
Completed,21/09/2022,Presta,NEIPA,1755,1,15.5000,21/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 21,22.60,15.60,4.98,0.00%,0.00%,0.00,,
Completed,27/09/2022,IPA Test #105 | Citra Loral Cryo,NEIPA,1756,1,14.4000,27/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,14.40,5.23,0.00%,0.00%,0.00,,
Completed,27/09/2022,IPA Test #105 | Citra Loral Cryo,NEIPA,1756,1,14.4000,27/09/2022 ,Brasserie Brasserie,Fermentation Log / Tue Sep 27,22.20,13.70,4.89,5.22%,0.41%,0.00,,
Completed,27/09/2022,IPA Test #105 | Citra Loral Cryo,NEIPA,1756,1,14.4000,10/10/2022 ,Simon Lalonde,Données après transfert,1.20,3.50,4.50,81.34%,5.92%,0.059,,
Completed,27/09/2022,IPA Test #105 | Citra Loral Cryo,NEIPA,1756,1,14.4000,10/10/2022 ,Antoine Dechamps,Données canettes,0.00,3.50,4.51,81.34%,5.92%,0.00,,
Completed,28/09/2022,FES,Stout,1757,1,16.1000,28/09/2022 ,Brasserie Brasserie,Turn 1 / Post Boil,0.00,16.10,4.95,0.00%,0.00%,0.00,,
Completed,28/09/2022,FES,Stout,1757,1,16.1000,28/09/2022 ,Brasserie Brasserie,Fermentation Log / Wed Sep 28,18.00,15.90,4.73,1.32%,0.12%,0.00,,
Completed,28/09/2022,FES,Stout,1757,1,16.1000,10/10/2022 ,Antoine Dechamps,Fermentation Log / Mon Oct 10,2.70,5.30,4.19,71.52%,5.95%,0.00,,
Completed,28/09/2022,FES,Stout,1757,1,16.1000,19/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Wed Oct 19,1.10,5.70,4.20,71.52%,5.95%,0.059,,
Completed,28/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1758,1,17.9000,28/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,17.90,5.27,0.00%,0.00%,0.00,,
Completed,28/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1758,1,17.9000,10/10/2022 ,Simon Lalonde,MAF Log,2.00,3.00,4.51,88.17%,8.19%,0.00,,
Completed,28/09/2022,Bipap FFH Cryo | DBSQ,NEIPA,1758,1,17.9000,13/10/2022 ,Antoine Dechamps,Données finales en cannette,0.00,2.90,4.52,88.76%,8.24%,0.00,,
Completed,29/09/2022,Double Black IPA | DBSQ,NEIPA,1759,1,18.6000,29/09/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,18.60,5.11,0.00%,0.00%,0.00,,
Completed,29/09/2022,Double Black IPA | DBSQ,NEIPA,1759,1,18.6000,29/09/2022 ,Brasserie Brasserie,Fermentation Log / Thu Sep 29,22.00,18.10,4.91,2.84%,0.30%,0.00,,
Completed,29/09/2022,Double Black IPA | DBSQ,NEIPA,1759,1,18.6000,10/10/2022 ,Simon Lalonde,MAF Log,2.10,5.80,4.40,72.73%,7.14%,0.00,,
Completed,29/09/2022,Double Black IPA | DBSQ,NEIPA,1759,1,18.6000,12/10/2022 ,Antoine Dechamps,Données finales en cannette,0.00,6.00,4.35,72.73%,7.14%,0.00,,
Completed,04/10/2022,Lagerbier #2 | Choix du brasseur,Lager,1760,1,11.7000,04/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,11.70,5.33,0.00%,0.00%,0.00,,
Completed,04/10/2022,Lagerbier #2 | Choix du brasseur,Lager,1760,1,11.7000,04/10/2022 ,Brasserie Brasserie,Fermentation Log / Tue Oct 04,0.00,11.90,5.30,0.00%,0.00%,0.00,,
Completed,04/10/2022,Lagerbier #2 | Choix du brasseur,Lager,1760,1,11.7000,13/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Oct 13,15.00,2.40,4.37,86.92%,5.08%,0.00,,
Completed,04/10/2022,Qui roule,NEIPA,1761,1,12.1000,04/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,12.10,4.94,0.00%,0.00%,0.00,,
Completed,04/10/2022,Qui roule,NEIPA,1761,1,12.1000,04/10/2022 ,Brasserie Brasserie,Fermentation Log / Tue Oct 04,0.00,12.20,4.92,0.00%,0.00%,0.00,,
Completed,04/10/2022,Qui roule,NEIPA,1761,1,12.1000,14/10/2022 ,Simon Lalonde,MAF-FV,3.10,1.60,4.35,94.59%,5.66%,0.00,,
Completed,04/10/2022,Qui roule,NEIPA,1761,1,12.1000,17/10/2022 ,Simon Lalonde,Données BT,0.00,1.60,4.35,94.59%,5.66%,0.056,,
Completed,04/10/2022,Qui roule,NEIPA,1761,1,12.1000,19/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log,1.30,1.60,0.00,94.59%,5.66%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,05/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,5.10,4.22,0.00%,0.00%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,05/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 05,19.60,5.10,4.26,0.00%,0.00%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,07/10/2022 ,Simon Lalonde,Fermentation Log / Fri Oct 07,18.40,4.60,4.12,12.20%,0.26%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,10/10/2022 ,Simon Lalonde,Fermentation Log / Mon Oct 10,19.70,4.40,4.07,17.07%,0.37%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,12/10/2022 ,Antoine Dechamps,Fermentation Log / Wed Oct 12,19.40,4.30,4.08,19.51%,0.42%,0.00,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,13/10/2022 ,Antoine Dechamps,Fermentation Log / Thu Oct 13,0.00,4.30,0.00,19.51%,0.42%,0.0046,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,17/10/2022 ,Simon Lalonde,MAF FV,4.70,4.40,4.35,19.51%,0.42%,0.0047,,
Completed,05/10/2022,Discipline,Sans Alcool,1762,1,5.1000,19/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log,2.10,4.60,4.36,19.51%,0.42%,0.0049,,
Completed,06/10/2022,Bipap,NEIPA,1763,1,18.0000,06/10/2022 ,Brasserie Brasserie,Brassin #1 / Post boil,0.00,18.00,5.29,0.00%,0.00%,0.00,,
Completed,06/10/2022,Bipap,NEIPA,1763,1,18.0000,06/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 06,23.60,18.20,5.18,0.00%,0.00%,0.00,,
Completed,06/10/2022,Bipap,NEIPA,1763,1,18.0000,17/10/2022 ,Simon Lalonde,MAF-FV,1.90,3.90,4.52,82.94%,7.90%,0.00,,
Completed,06/10/2022,A3,Ambrée / Brune,1764,1,12.6000,06/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil #1,0.00,12.60,5.08,0.00%,0.00%,0.00,,
Completed,06/10/2022,A3,Ambrée / Brune,1764,1,12.6000,06/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 06,19.60,12.70,4.96,0.00%,0.00%,0.00,,
Completed,06/10/2022,A3,Ambrée / Brune,1764,1,12.6000,20/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Oct 20,20.00,3.80,4.40,75.86%,4.81%,0.00,,
Completed,06/10/2022,A3,Ambrée / Brune,1764,1,12.6000,25/10/2022 ,Antoine Dechamps,Fermentation Log MAF,1.70,3.60,4.31,77.78%,4.91%,0.00,,
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,12/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,12.00,5.34,0.00%,0.00%,0.00,,
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,12/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 12,13.00,12.20,5.22,0.00%,0.00%,0.00,,
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,14.00,2.40,4.48,87.27%,5.24%,0.00,"1,6 bar spunding",
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,01/11/2022 ,Antoine Dechamps,Fermentation Log MAF,0.00,2.10,4.59,90.00%,5.40%,0.00,,
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,04/11/2022 ,Antoine Dechamps,Fermentation Log transfer BT,1.60,2.00,0.00,90.91%,5.45%,0.055,,
Completed,12/10/2022,Tcheque mon bike,Lager,1765,1,12.0000,07/11/2022 ,Antoine Dechamps,Données finales,0.00,2.00,4.57,91.07%,5.45%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,12/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,13.20,5.20,0.00%,0.00%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,12/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 12,20.50,13.00,4.93,1.64%,0.12%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,21/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Oct 21 avant fruits,20.00,3.00,4.41,83.61%,5.50%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,21/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Oct 21 après fruits,0.00,3.80,0.00,83.61%,5.50%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,20.00,2.60,4.16,86.89%,6.16%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,31/10/2022 ,Antoine Dechamps,Fermentation Log MAF,3.30,2.20,4.27,90.16%,6.35%,0.00,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,31/10/2022 ,Antoine Dechamps,Fermentation Log après transfer BT,0.00,2.20,0.00,90.16%,6.35%,0.061,,
Completed,12/10/2022,IPA du Verger | Savignac / Mont-Royal,NEIPA,1766,1,13.2000,02/11/2022 ,Antoine Dechamps,Fermentation Log en cannette,0.00,2.20,4.26,90.77%,6.35%,0.00,,
Completed,31/10/2022,IPA du Verger | Burbank Savignac,NEIPA,1766.1,0,0.0000,,,,,,,,,,,
Completed,13/10/2022,IPA test #106 | Nelson Sauvin Galaxy Galaxy Spectrum,NEIPA,1767,1,14.4000,13/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,14.40,5.22,0.00%,0.00%,0.00,,
Completed,13/10/2022,IPA test #106 | Nelson Sauvin Galaxy Galaxy Spectrum,NEIPA,1767,1,14.4000,13/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 13,21.50,14.10,4.94,2.24%,0.17%,0.00,,
Completed,13/10/2022,IPA test #106 | Nelson Sauvin Galaxy Galaxy Spectrum,NEIPA,1767,1,14.4000,14/10/2022 ,Brasserie Brasserie,Fermentation Log / Fri Oct 14,20.00,9.30,4.94,38.06%,2.84%,0.00,,
Completed,13/10/2022,IPA test #106 | Nelson Sauvin Galaxy Galaxy Spectrum,NEIPA,1767,1,14.4000,21/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Oct 21,19.70,3.80,4.44,79.10%,5.76%,0.00,,
Completed,13/10/2022,IPA test #106 | Nelson Sauvin Galaxy Galaxy Spectrum,NEIPA,1767,1,14.4000,25/10/2022 ,Antoine Dechamps,Données finales,0.00,3.50,4.47,81.34%,5.92%,0.052,,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,13/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,14.30,5.20,0.00%,0.00%,0.00,,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,13/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 13,21.00,14.30,5.14,0.00%,0.00%,0.00,,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,14/10/2022 ,Brasserie Brasserie,Fermentation Log / Fri Oct 14,13.50,14.10,5.05,1.50%,0.10%,0.00,Coup de froid? Set up à 20 mais bière à 13* ...,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,21/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Oct 21,19.80,3.40,4.29,81.95%,5.91%,0.00,,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,26/10/2022 ,Antoine Dechamps,Fermentation Log BT,0.00,2.60,4.37,87.97%,6.33%,0.06,,
Completed,13/10/2022,East Coast IPA | CDB,India Pale Ale,1768,1,14.3000,27/10/2022 ,Antoine Dechamps,Données finales,0.00,2.80,4.35,87.97%,6.33%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,18/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,14.30,5.26,0.00%,0.00%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,18/10/2022 ,Brasserie Brasserie,Fermentation Log / Tue Oct 18,20.70,13.90,5.10,3.01%,0.22%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,20.00,3.40,4.41,81.95%,5.91%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,31/10/2022 ,Antoine Dechamps,Fermentation Log MAF veille de transfer,3.50,2.80,4.52,87.22%,6.27%,0.061,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,31/10/2022 ,Antoine Dechamps,Fermentation Log MAF,3.70,2.70,0.00,87.22%,6.27%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,02/11/2022 ,Antoine Dechamps,Fermentation Log après transfer BT,1.20,2.80,0.00,86.47%,6.29%,0.00,,
Completed,18/10/2022,Notre Folie,NEIPA,1769,1,14.3000,02/11/2022 ,Antoine Dechamps,Fermentation Log en canette,0.00,2.80,4.55,86.57%,6.29%,0.00,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,19/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil,0.00,4.80,4.19,0.00%,0.00%,0.00,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,19/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 19,20.10,5.00,4.26,0.00%,0.00%,0.00,Pitch expiré depuis le 11 Octobre,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,21/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Oct 21,20.10,4.60,4.16,5.26%,0.21%,0.00,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,18.80,4.40,4.07,10.53%,0.31%,0.00,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,26/10/2022 ,Antoine Dechamps,Fermentation Log / Wed Oct 26,0.00,4.20,0.00,15.79%,0.42%,0.0043,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,28/10/2022 ,Antoine Dechamps,Fermentation Log / Fri Oct 28,19.80,4.10,4.10,18.42%,0.47%,0.0044,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,31/10/2022 ,Antoine Dechamps,Fermentation Log MAF,5.00,4.30,0.00,18.42%,0.47%,0.0048,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,01/11/2022 ,Antoine Dechamps,Fermentation Log apres transfer BT,0.00,4.30,0.00,13.16%,0.47%,0.00,,
Completed,19/10/2022,Discipline,Sans Alcool,1770,1,4.8000,02/11/2022 ,Antoine Dechamps,Fermentation Log en cannette,0.00,4.30,4.32,21.43%,0.47%,0.00,,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,19/10/2022 ,Brasserie Brasserie,Brasse #1 / Post boil ,0.00,12.00,5.21,0.00%,0.00%,0.00,,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,19/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 19,0.00,11.80,4.98,1.82%,0.12%,0.00,,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,19.90,3.70,4.38,75.45%,4.47%,0.00,,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,31/10/2022 ,Antoine Dechamps,Fermentation Log BT après transfer,1.20,2.90,0.00,82.73%,4.89%,0.053,,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,31/10/2022 ,Antoine Dechamps,Fermentation Log MAF,2.20,3.00,0.00,81.82%,4.83%,0.00,Lundi avec Simon,
Completed,19/10/2022,Folle Mesure,NEIPA,1771,1,12.0000,01/11/2022 ,Antoine Dechamps,Fermentation Log en cannette,0.00,2.60,0.00,85.45%,5.04%,0.00,,
Completed,20/10/2022,Polo,Lager,1772,1,11.7000,20/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 20,11.80,11.70,5.25,0.00%,0.00%,0.00,,
Completed,20/10/2022,Polo,Lager,1772,1,11.7000,20/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,11.70,5.28,0.00%,0.00%,0.00,,
Completed,20/10/2022,Polo,Lager,1772,1,11.7000,24/10/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Oct 24,15.00,3.20,4.46,79.44%,4.56%,0.00,,
Completed,20/10/2022,Polo,Lager,1772,1,11.7000,07/11/2022 ,Antoine Dechamps,Fermentation Log,5.30,2.90,4.63,82.24%,4.72%,0.00,,
Completed,20/10/2022,Polo,Lager,1772,1,11.7000,10/11/2022 ,Antoine Dechamps,Fermentation Log BT après transfer,1.70,3.00,4.63,82.24%,4.72%,0.046,,
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,25/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,11.60,5.31,0.00%,0.00%,0.00,,
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,25/10/2022 ,Brasserie Brasserie,Fermentation Log / Tue Oct 25,8.90,11.40,5.20,1.89%,0.12%,0.00,,
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,10/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Nov 10,13.00,2.40,4.51,86.79%,4.91%,0.00,1.5 Bar 
Bulle   ,
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,14/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Nov 14,12.90,2.30,4.60,87.74%,4.96%,0.00,"1,5 bulle pas",
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,15/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Tue Nov 15,0.00,2.30,0.00,87.74%,4.96%,0.00,Drop à 2°C,
Completed,25/10/2022,Lagerbier #3 | Choix du brasseur,Lager,1773,1,11.6000,18/11/2022 ,Antoine Dechamps,Fermentation Log,1.50,2.20,4.64,88.68%,5.02%,0.049,,
Completed,25/10/2022,HJN IPA 22,India Pale Ale,1774,1,14.2000,25/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,14.20,5.19,0.00%,0.00%,0.00,,
Completed,25/10/2022,HJN IPA 22,India Pale Ale,1774,1,14.2000,25/10/2022 ,Brasserie Brasserie,Fermentation Log / Tue Oct 25,20.10,14.00,5.09,1.52%,0.12%,0.00,,
Completed,25/10/2022,HJN IPA 22,India Pale Ale,1774,1,14.2000,07/11/2022 ,Antoine Dechamps,Fermentation Log BT après transfer,1.10,3.70,4.33,79.55%,5.70%,0.00,,
Completed,25/10/2022,HJN IPA 22,India Pale Ale,1774,1,14.2000,07/11/2022 ,Antoine Dechamps,Fermentation Log MAF,2.60,3.70,4.33,79.55%,5.70%,0.00,,
Completed,25/10/2022,HJN IPA 22,India Pale Ale,1774,1,14.2000,08/11/2022 ,Antoine Dechamps,Fermentation Log en canette,0.00,3.70,4.30,79.55%,5.70%,0.052,,
Completed,26/10/2022,IPA Test #107 | Mosaic HBC630 Sabro,NEIPA,1775,1,13.9000,26/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,13.90,5.33,0.00%,0.00%,0.00,,
Completed,26/10/2022,IPA Test #107 | Mosaic HBC630 Sabro,NEIPA,1775,1,13.9000,26/10/2022 ,Brasserie Brasserie,Fermentation Log / Wed Oct 26,21.90,13.90,5.18,0.00%,0.00%,0.00,,
Completed,26/10/2022,IPA Test #107 | Mosaic HBC630 Sabro,NEIPA,1775,1,13.9000,05/11/2022 ,Antoine Dechamps,Fermentation Log MAF,2.80,2.90,4.44,85.27%,5.95%,0.059,,
Completed,26/10/2022,IPA Test #107 | Mosaic HBC630 Sabro,NEIPA,1775,1,13.9000,09/11/2022 ,Antoine Dechamps,Fermentation Log BT apres transfer,1.10,2.80,4.45,86.05%,6.00%,0.00,,
Completed,26/10/2022,IPA Test #107 | Mosaic HBC630 Sabro,NEIPA,1775,1,13.9000,11/11/2022 ,Antoine Dechamps,Données finales canette,0.00,2.80,4.45,86.05%,6.00%,0.00,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,27/10/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,14.10,5.18,0.00%,0.00%,0.00,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,27/10/2022 ,Brasserie Brasserie,Fermentation Log / Thu Oct 27,19.90,14.20,5.16,0.00%,0.00%,0.00,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,07/11/2022 ,Antoine Dechamps,Fermentation Log,5.30,3.00,4.33,84.73%,6.07%,0.00,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,08/11/2022 ,Antoine Dechamps,Fermentation Log BT après transfer,-0.10,3.10,4.34,84.73%,6.07%,0.057,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,08/11/2022 ,Antoine Dechamps,Fermentation Log avant transfer,2.70,3.00,4.35,84.73%,6.07%,0.00,,
Completed,27/10/2022,HJN IPA 22,India Pale Ale,1776,1,14.1000,09/11/2022 ,Antoine Dechamps,Données finales en canette,0.00,3.00,4.30,84.96%,6.12%,0.00,,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,01/11/2022 ,Brasserie Brasserie,Turn 1 / Post boil ,0.00,16.30,5.45,0.00%,0.00%,0.00,,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,01/11/2022 ,Brasserie Brasserie,Fermentation Log / Tue Nov 01,21.40,16.30,5.46,0.00%,0.00%,0.00,,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,10/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Nov 10,18.10,2.60,4.30,84.05%,7.48%,0.00,Bulle on/off,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,11/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Nov 11,18.00,2.20,4.27,86.50%,7.68%,0.00,,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,14/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Nov 14,18.00,1.30,4.29,92.02%,8.15%,0.00,Bulle pas,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,15/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Tue Nov 15,17.90,1.30,4.29,92.02%,8.15%,0.00,Pas de bulle,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,16/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Wed Nov 16,17.90,1.00,4.33,93.87%,8.29%,0.00,Pas de bulle,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,17/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Nov 17,18.10,1.00,4.32,93.87%,8.29%,0.00,Pas de bulle,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,18/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Nov 18,18.10,0.90,4.34,94.48%,8.34%,0.00,Pas de bulle,
Completed,01/11/2022,Imperiale Citrouille,Ambrée / Brune,1777,1,16.3000,21/11/2022 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Nov 21,17.80,0.80,4.32,95.09%,8.40%,0.00,Bulle pas ,
